Role,Skills,Category,AverageSalary,Location,DemandLevel
Mobile App Developer,"NumPy,PHP,Photoshop,Power BI,Machine Learning",Operations,₹18 LPA,New York,Medium
Customer Success Manager,"Kubernetes,GitHub,Sketch,Machine Learning,UI Design,Google Cloud,SQL,Elasticsearch",Marketing,₹26 LPA,Remote,Medium
System Administrator,"UX Design,Solidity,Power BI,Excel,Angular",Design,₹40 LPA,Hyderabad,High
Site Reliability Engineer,"PostgreSQL,UI Design,Pandas",HR,₹5 LPA,Pune,Low
Digital Marketer,"Spring Boot,Kotlin,TensorFlow,Figma,GitLab",Marketing,₹29 LPA,New York,Medium
Technical Recruiter,"SQL,TypeScript,Google Cloud",Data Science,₹29 LPA,Mumbai,Medium
Financial Analyst,"Git,GitHub,Natural Language Processing,Django",Marketing,₹37 LPA,New York,Low
Data Engineer,"Kubernetes,PowerShell,Jira,Natural Language Processing,Excel",Operations,₹45 LPA,Remote,Very High
Mobile App Developer,"Jira,Azure,JavaScript,Windows",Finance,₹33 LPA,Chennai,Low
Frontend Developer,"Terraform,Ruby on Rails,Azure,Rust,Python",IT/Software,₹23 LPA,Delhi NCR,High
Mobile App Developer,"Pandas,NumPy,Windows,Tableau,Rust",Marketing,₹36 LPA,Hyderabad,Low
Data Engineer,"Java,Bitbucket,NumPy,Natural Language Processing,Ruby on Rails",Design,₹4 LPA,Chennai,High
Network Engineer,"Terraform,Sketch,PyTorch,Django",Marketing,₹38 LPA,Chennai,High
Frontend Developer,"React,PHP,UX Design",Data Science,₹36 LPA,London,High
Graphic Designer,"MongoDB,Data Analysis,Angular,Cybersecurity,Python",Design,₹21 LPA,Delhi NCR,Medium
Full Stack Developer,"Confluence,HTML,Jira,Pandas,GitLab,Network Security,Solidity,Go",Business,₹20 LPA,Pune,Medium
Product Manager,"Ethereum,Deep Learning,Elasticsearch,Flask,AWS",Marketing,₹27 LPA,San Francisco,Medium
Operations Manager,"Pandas,Jira,Flask",Design,₹5 LPA,Hyderabad,Medium
SEO Specialist,"GitHub,UX Design,Go,Photoshop,NumPy",IT/Software,₹11 LPA,Delhi NCR,High
Game Developer,"Flask,Rust,Agile,Kotlin,MongoDB",Business,₹26 LPA,New York,Medium
Customer Success Manager,"Cryptography,Django,Windows,Jira,Elasticsearch",Data Science,₹31 LPA,Pune,Low
SEO Specialist,"Power BI,Kotlin,Natural Language Processing,Swift,SQL",Marketing,₹30 LPA,Chennai,Low
Sales Executive,"React,PHP,Django,Photoshop,AWS",HR,₹6 LPA,San Francisco,Medium
DevOps Engineer,"Go,Redis,GitLab,Spring Boot",Data Science,₹13 LPA,Mumbai,High
IT Support Specialist,"HTML,PowerShell,Jira",Finance,₹45 LPA,Remote,Medium
SEO Specialist,"Redis,TypeScript,Git,TensorFlow,Pandas,Docker",Business,₹11 LPA,Bangalore,High
Backend Developer,"Ruby on Rails,TypeScript,Ethereum",IT/Software,₹31 LPA,Mumbai,Medium
Backend Developer,"UI Design,Pandas,Kubernetes,Adobe XD,Kotlin,ASP.NET",HR,₹24 LPA,Bangalore,Medium
AI Researcher,"Bash,Natural Language Processing,ASP.NET,Git,Deep Learning",HR,₹16 LPA,Pune,High
Marketing Specialist,"Kotlin,PostgreSQL,Java,Kubernetes,Ruby on Rails,Scrum",HR,₹32 LPA,Delhi NCR,Low
Product Manager,"Sketch,HTML,Jira",Data Science,₹30 LPA,Delhi NCR,Very High
Graphic Designer,"Linux,Docker,Confluence,SQL,Cryptography,Pandas,Figma,MacOS",Business,₹10 LPA,Bangalore,High
Backend Developer,"Sketch,Node.js,Cybersecurity,Django,Cryptography,MacOS,Penetration Testing",HR,₹36 LPA,London,Very High
Operations Manager,"Ruby on Rails,ASP.NET,Docker,Node.js,Django,Jenkins,AWS,Figma",Operations,₹36 LPA,Remote,Low
Data Scientist,"UX Design,Docker,HTML,Ruby on Rails,Scikit,Swift,Azure,GitHub",Design,₹39 LPA,Delhi NCR,Very High
Data Scientist,"PostgreSQL,TypeScript,Django,C++,Agile,Machine Learning,Kanban",Data Science,₹20 LPA,Bangalore,High
Technical Recruiter,"AWS,Pandas,Google Cloud,Docker,Python,Machine Learning",Design,₹5 LPA,Chennai,Medium
Business Analyst,"PostgreSQL,Windows,Network Security",Business,₹43 LPA,Bangalore,Very High
Digital Marketer,"Solidity,Bitbucket,Jenkins",IT/Software,₹20 LPA,Remote,Low
Financial Analyst,"Natural Language Processing,TypeScript,Rust,Kanban",Data Science,₹32 LPA,Remote,Medium
Content Creator,"PHP,Spring Boot,Figma,Python",Data Science,₹20 LPA,Delhi NCR,High
Sales Executive,"Kanban,Terraform,Scikit,Machine Learning,Bitbucket,AWS,NoSQL,Swift",Design,₹17 LPA,Bangalore,Very High
Database Administrator,"Data Visualization,TensorFlow,UI Design,TypeScript",IT/Software,₹40 LPA,San Francisco,Low
QA Engineer,"Confluence,Blockchain,Django",HR,₹5 LPA,Delhi NCR,Medium
IT Support Specialist,"Solidity,UI Design,Scrum,Blockchain",HR,₹29 LPA,San Francisco,Medium
Product Manager,"Machine Learning,Ethereum,Azure",IT/Software,₹21 LPA,London,High
Graphic Designer,"Node.js,UI Design,C#,Agile,Adobe XD",Operations,₹31 LPA,San Francisco,High
Blockchain Developer,"Python,Spring Boot,Bitbucket",Design,₹27 LPA,Bangalore,Medium
Security Analyst,"Jira,Java,Redis,PowerShell,ASP.NET,Express.js,Machine Learning,Scikit",Marketing,₹42 LPA,San Francisco,Low
UI/UX Designer,"ASP.NET,PyTorch,Smart Contracts",Design,₹19 LPA,London,Low
Security Analyst,"Machine Learning,Rust,C#,SQL,Go,Natural Language Processing,Blockchain",Business,₹45 LPA,Hyderabad,Medium
Operations Manager,"React,Scikit,Redis,PyTorch,Vue.js,SQL",Operations,₹21 LPA,Hyderabad,High
Security Analyst,"Kanban,Bitbucket,Go,MongoDB,Figma,React,Java,Windows",Finance,₹26 LPA,Mumbai,Very High
Game Developer,"UI Design,Windows,NumPy,HTML,Node.js,Network Security",Operations,₹34 LPA,Chennai,Very High
Accountant,"PyTorch,Jenkins,Sketch,Node.js,PHP,Ethereum",Design,₹31 LPA,Chennai,Medium
Marketing Specialist,"AWS,Terraform,Kanban,Penetration Testing,Node.js,PostgreSQL,Data Visualization",HR,₹38 LPA,Bangalore,High
Software Engineer,"Pandas,NumPy,Solidity,Google Cloud,PHP,MySQL,Network Security,Tableau",Data Science,₹22 LPA,San Francisco,Low
Financial Analyst,"Vue.js,Data Analysis,Docker,PowerShell,Penetration Testing,Machine Learning,NoSQL",Design,₹14 LPA,London,Medium
Product Manager,"Tableau,Linux,Agile,Pandas,GitHub,Adobe XD,Network Security",Business,₹14 LPA,Hyderabad,Very High
DevOps Engineer,"Bitbucket,Rust,Angular",Design,₹4 LPA,New York,High
DevOps Engineer,"Bash,Kubernetes,GitHub,Natural Language Processing,Smart Contracts",Business,₹40 LPA,London,Very High
Scrum Master,"Flask,Jenkins,Python,Illustrator,Computer Vision,SQL",Business,₹45 LPA,New York,Low
Mobile App Developer,"TensorFlow,NoSQL,Django,PowerShell",Design,₹31 LPA,Mumbai,Low
Scrum Master,"Swift,Git,Angular,MySQL,Linux",Business,₹22 LPA,Remote,High
Product Manager,"Spring Boot,Bitbucket,GitLab,Solidity,Node.js,Cryptography,AWS,Redis",Design,₹19 LPA,Hyderabad,Very High
HR Manager,"GitHub,AWS,MacOS,Photoshop,PyTorch,Excel,Ethereum,Agile",IT/Software,₹36 LPA,Delhi NCR,Low
Data Scientist,"Smart Contracts,Penetration Testing,Express.js,PHP,Flask,Figma,Network Security",Business,₹14 LPA,Pune,Low
Frontend Developer,"Azure,MacOS,Cybersecurity",Business,₹41 LPA,Delhi NCR,Very High
Network Engineer,"Penetration Testing,Vue.js,Terraform,ASP.NET,GitLab,Adobe XD,Network Security,Confluence",Business,₹4 LPA,Mumbai,Very High
Data Scientist,"Express.js,Photoshop,Swift",Finance,₹17 LPA,Delhi NCR,Medium
QA Engineer,"PHP,MongoDB,Ansible,GitLab,Linux,UI Design",Operations,₹23 LPA,London,Low
Mobile App Developer,"Linux,Penetration Testing,Computer Vision,Ansible,Deep Learning,React",Operations,₹22 LPA,Chennai,Very High
SEO Specialist,"TypeScript,Agile,Ethereum,SQL,Linux,MacOS",HR,₹32 LPA,New York,Low
Cloud Architect,"GitHub,Sketch,Adobe XD,Bitbucket,C++,MySQL,Spring Boot,Agile",HR,₹25 LPA,San Francisco,Medium
UI/UX Designer,"TensorFlow,ASP.NET,Go,Express.js",Marketing,₹9 LPA,Chennai,Very High
UI/UX Designer,"Node.js,Photoshop,Blockchain,Deep Learning,GitLab,PyTorch,Ruby",IT/Software,₹22 LPA,Pune,Very High
Game Developer,"Bitbucket,ASP.NET,Deep Learning,Ansible",Design,₹16 LPA,New York,High
Machine Learning Engineer,"PyTorch,Power BI,ASP.NET,TensorFlow",Marketing,₹14 LPA,New York,Very High
Scrum Master,"Flask,Solidity,Terraform,Rust,PowerShell,C++,SQL",Finance,₹45 LPA,Remote,Medium
Customer Success Manager,"Angular,NumPy,NoSQL,AWS,Excel,Computer Vision,ASP.NET,Jira",Operations,₹23 LPA,Chennai,Very High
Mobile App Developer,"Ruby,Bitbucket,NoSQL",Finance,₹19 LPA,Bangalore,Low
DevOps Engineer,"Swift,MySQL,Django,Angular,PHP,Ethereum,MongoDB",Data Science,₹25 LPA,San Francisco,Low
QA Engineer,"Node.js,GitHub,Data Visualization,Rust",Finance,₹32 LPA,San Francisco,High
Operations Manager,"Confluence,NoSQL,Scikit,Natural Language Processing,Terraform,Angular,Pandas",Operations,₹32 LPA,San Francisco,Low
HR Manager,"Django,Git,Express.js,MacOS,Figma,PyTorch,React",Finance,₹29 LPA,Pune,Low
Game Developer,"Ethereum,Bitbucket,Go,Azure,UI Design,TensorFlow,Docker,Pandas",Data Science,₹10 LPA,Mumbai,Very High
Mobile App Developer,"CSS,TensorFlow,Elasticsearch,Express.js",HR,₹16 LPA,Remote,Very High
Customer Success Manager,"Blockchain,Solidity,Data Visualization,PostgreSQL,GitHub,Express.js,Azure,Excel",HR,₹11 LPA,London,Low
UI/UX Designer,"SQL,C++,Scikit,Vue.js",Marketing,₹14 LPA,New York,Very High
Technical Writer,"Express.js,Django,Terraform,Bash,NumPy,GitHub,Docker",IT/Software,₹24 LPA,Bangalore,Very High
Video Editor,"Adobe XD,Ethereum,Cybersecurity,Deep Learning,Agile,Penetration Testing,CSS",Design,₹40 LPA,Remote,High
AI Researcher,"C#,Django,Ruby on Rails,Blockchain,Swift,Solidity",Business,₹40 LPA,Delhi NCR,Medium
Blockchain Developer,"Redis,UI Design,Windows,Python",Operations,₹45 LPA,New York,Low
Video Editor,"Express.js,Git,Figma,Machine Learning,Rust",IT/Software,₹15 LPA,Pune,Very High
Scrum Master,"Elasticsearch,Machine Learning,NoSQL,Docker,PostgreSQL,Google Cloud",Finance,₹21 LPA,Pune,Medium
Digital Marketer,"Ethereum,Redis,HTML,Terraform,Windows",Marketing,₹20 LPA,Chennai,Medium
Graphic Designer,"Solidity,Illustrator,Scrum,Vue.js,GitHub",Operations,₹33 LPA,Bangalore,Low
UI/UX Designer,"Spring Boot,Node.js,MongoDB,Ruby,CSS",Business,₹35 LPA,New York,Medium
Product Manager,"Angular,Power BI,Figma,Network Security,C++",HR,₹14 LPA,Pune,Low
Technical Recruiter,"Scikit,Ruby,Bitbucket,Kubernetes,GitLab",Data Science,₹45 LPA,San Francisco,Medium
IT Support Specialist,"Tableau,Data Analysis,GitHub,Terraform,ASP.NET",Operations,₹10 LPA,Pune,High
Mobile App Developer,"Network Security,Pandas,HTML,PyTorch,Jira,UX Design,Express.js",Finance,₹18 LPA,Bangalore,Very High
Content Creator,"Ruby,Linux,Machine Learning,Deep Learning,Computer Vision,Elasticsearch",Finance,₹43 LPA,Pune,Medium
Software Engineer,"TypeScript,MacOS,Photoshop",Business,₹22 LPA,London,Low
UI/UX Designer,"UI Design,Figma,Ruby on Rails,Excel,Ansible",HR,₹25 LPA,Bangalore,Medium
Financial Analyst,"PHP,Kotlin,Bash,Linux,Illustrator",Data Science,₹19 LPA,New York,Medium
System Administrator,"Natural Language Processing,TypeScript,Elasticsearch,Azure",Business,₹34 LPA,New York,High
Machine Learning Engineer,"NumPy,Blockchain,MySQL,Swift,Vue.js",Business,₹4 LPA,Mumbai,Low
Frontend Developer,"PowerShell,Kanban,Ruby,AWS,Git",Marketing,₹39 LPA,Delhi NCR,Very High
Sales Executive,"PostgreSQL,Adobe XD,Rust,Spring Boot",HR,₹37 LPA,San Francisco,High
Network Engineer,"UI Design,MongoDB,Bitbucket,Data Visualization,Network Security,GitHub,Git",Finance,₹31 LPA,Pune,Very High
Content Creator,"Bash,GitHub,Git,MySQL,React,Python,Tableau,Computer Vision",Finance,₹17 LPA,New York,Medium
Game Developer,"Elasticsearch,Network Security,Cybersecurity,Photoshop,Express.js",Design,₹25 LPA,New York,High
Product Manager,"Linux,Jira,Power BI,SQL,Data Analysis,JavaScript,Kanban,Natural Language Processing",Finance,₹25 LPA,Delhi NCR,Very High
Full Stack Developer,"Confluence,Adobe XD,Java,Linux",Design,₹9 LPA,Hyderabad,Medium
Legal Advisor,"Python,Google Cloud,Smart Contracts,C++,Network Security,Cybersecurity,Confluence",Finance,₹31 LPA,Bangalore,Medium
Game Developer,"Figma,Ruby,MacOS,Linux,Computer Vision,Power BI",Data Science,₹33 LPA,Hyderabad,High
Technical Recruiter,"Illustrator,Agile,AWS,Power BI,Bitbucket,Network Security,Python,MySQL",HR,₹10 LPA,San Francisco,Very High
Software Engineer,"Angular,GitLab,Natural Language Processing",Operations,₹31 LPA,Remote,Medium
Accountant,"GitLab,Scrum,Photoshop,Go,C++,Elasticsearch,PHP,PyTorch",Design,₹35 LPA,New York,Very High
Machine Learning Engineer,"ASP.NET,Bitbucket,Pandas,Java,Docker",Marketing,₹38 LPA,Remote,Medium
Software Engineer,"Adobe XD,Blockchain,Swift,Cryptography,C++,Elasticsearch",IT/Software,₹39 LPA,Bangalore,Very High
UI/UX Designer,"GitHub,PostgreSQL,HTML,Flask",HR,₹11 LPA,Remote,Medium
Data Analyst,"Photoshop,GitLab,Redis,MacOS,Scikit,MongoDB,Deep Learning,Sketch",HR,₹12 LPA,Pune,Medium
SEO Specialist,"Smart Contracts,Penetration Testing,Jenkins,Excel,Docker,Scrum",Business,₹37 LPA,Mumbai,Very High
Technical Recruiter,"Terraform,Tableau,AWS",Operations,₹9 LPA,San Francisco,Very High
Digital Marketer,"MySQL,SQL,Linux,Data Analysis,Elasticsearch",Business,₹42 LPA,Chennai,Medium
QA Engineer,"Kanban,Ethereum,Bitbucket,MacOS,Network Security,Swift,JavaScript,Confluence",Business,₹19 LPA,Delhi NCR,High
Product Manager,"Docker,Windows,C++,Swift",HR,₹12 LPA,Chennai,Low
Customer Success Manager,"Java,Spring Boot,Smart Contracts,MySQL,Sketch,Blockchain,Confluence",Marketing,₹8 LPA,Chennai,High
UI/UX Designer,"React,Kotlin,Ruby on Rails,Cybersecurity,Adobe XD,UI Design",Business,₹39 LPA,New York,High
SEO Specialist,"Photoshop,React,Ethereum,Swift,Kubernetes,PHP,Go",IT/Software,₹10 LPA,San Francisco,Very High
Content Creator,"PHP,Kanban,Flask,MySQL,MacOS,Figma,Data Analysis,Ansible",Design,₹23 LPA,Delhi NCR,Very High
Customer Success Manager,"Ethereum,Jira,PHP,C++,TensorFlow,Illustrator",Design,₹10 LPA,San Francisco,High
Content Creator,"Express.js,Data Visualization,Deep Learning,Bitbucket,Illustrator,Google Cloud,MySQL",Business,₹41 LPA,Mumbai,Medium
Backend Developer,"Swift,Ansible,Ruby on Rails,Bitbucket,Bash,JavaScript,Penetration Testing",Operations,₹13 LPA,Pune,Very High
System Administrator,"GitLab,Windows,Tableau",Business,₹32 LPA,New York,Very High
Network Engineer,"PyTorch,Spring Boot,Linux,AWS,Machine Learning,Express.js,Blockchain,Go",HR,₹25 LPA,Pune,High
Data Analyst,"HTML,TensorFlow,Scikit",Finance,₹9 LPA,Chennai,Low
UI/UX Designer,"Docker,Redis,Express.js,Pandas,Natural Language Processing,Ethereum,MongoDB,Windows",Operations,₹38 LPA,Hyderabad,Low
Data Scientist,"Bash,Linux,Machine Learning,SQL",Business,₹21 LPA,New York,Medium
Technical Recruiter,"PostgreSQL,Google Cloud,AWS,NumPy,Cybersecurity,Data Visualization",HR,₹30 LPA,New York,Low
UI/UX Designer,"Machine Learning,JavaScript,C#,Docker,Blockchain,PyTorch",Marketing,₹42 LPA,Chennai,Very High
Legal Advisor,"Node.js,Agile,Vue.js",Finance,₹40 LPA,New York,Low
Data Engineer,"MacOS,Django,React",HR,₹33 LPA,Hyderabad,Very High
Machine Learning Engineer,"Solidity,TensorFlow,Pandas,Django",IT/Software,₹14 LPA,Remote,Low
Marketing Specialist,"Network Security,PHP,CSS,Go,HTML,Docker,C#,Excel",Design,₹5 LPA,Mumbai,Medium
Business Analyst,"Ethereum,Elasticsearch,TypeScript,Scikit,Spring Boot,Photoshop,Sketch",Finance,₹25 LPA,San Francisco,High
Database Administrator,"Elasticsearch,GitLab,Bitbucket,NoSQL,C++,Kubernetes,Cybersecurity",Design,₹43 LPA,London,Very High
Product Manager,"Adobe XD,Illustrator,Google Cloud,Smart Contracts,Figma,MongoDB,Express.js",Operations,₹30 LPA,Chennai,Medium
Technical Recruiter,"Agile,Azure,Docker,Ansible,TypeScript",Data Science,₹21 LPA,London,High
Accountant,"Bash,Confluence,Scrum,SQL,React",Data Science,₹21 LPA,London,Medium
Financial Analyst,"Express.js,Excel,ASP.NET,Scikit,Deep Learning,Illustrator",Design,₹12 LPA,Delhi NCR,Low
IT Support Specialist,"Docker,Express.js,Data Analysis,Cryptography,Power BI,Rust",Finance,₹21 LPA,Pune,Low
HR Manager,"Power BI,Kanban,Scikit,PyTorch",IT/Software,₹5 LPA,Hyderabad,Very High
Graphic Designer,"Pandas,Windows,Network Security",Operations,₹19 LPA,Bangalore,High
Graphic Designer,"Machine Learning,Data Visualization,NumPy,Vue.js,PHP",Data Science,₹9 LPA,Remote,Medium
Machine Learning Engineer,"MacOS,HTML,Azure,Vue.js,Spring Boot,Java,PowerShell",Data Science,₹13 LPA,Mumbai,Very High
Technical Writer,"GitLab,Vue.js,Power BI,Scikit,Jenkins,MacOS",HR,₹27 LPA,Mumbai,Medium
Frontend Developer,"Kanban,TypeScript,MongoDB,Ruby on Rails,Jira,Natural Language Processing,Agile,Sketch",HR,₹25 LPA,Chennai,Medium
UI/UX Designer,"Terraform,AWS,Angular,Azure,Docker,Scikit",Data Science,₹24 LPA,Delhi NCR,Very High
SEO Specialist,"NoSQL,Angular,Sketch,Windows,Kubernetes,React,Photoshop",Data Science,₹4 LPA,New York,Medium
Site Reliability Engineer,"Swift,Django,Cybersecurity,PHP,Ansible,PowerShell,TensorFlow",Business,₹6 LPA,London,Low
Frontend Developer,"Azure,Java,C++",HR,₹44 LPA,London,Low
Data Scientist,"TypeScript,Azure,Sketch,Agile,PyTorch,ASP.NET,Python",Finance,₹12 LPA,Remote,Very High
Technical Writer,"Windows,Excel,Java,PowerShell,Flask",Data Science,₹36 LPA,Pune,Very High
HR Manager,"Cryptography,C#,Illustrator,Ansible,Data Analysis,Django,ASP.NET",Design,₹22 LPA,Delhi NCR,Medium
Digital Marketer,"Power BI,Machine Learning,Data Visualization",Finance,₹24 LPA,New York,Very High
Scrum Master,"Natural Language Processing,Bitbucket,Solidity",Operations,₹19 LPA,New York,Medium
Backend Developer,"Rust,Confluence,Excel,Cryptography,Photoshop",HR,₹44 LPA,New York,Low
Accountant,"Rust,PowerShell,Scikit,Adobe XD,Ansible",Design,₹13 LPA,Chennai,Medium
Mobile App Developer,"GitHub,Django,Network Security,Blockchain,Ethereum,Illustrator",Finance,₹8 LPA,San Francisco,Very High
Data Scientist,"Illustrator,Kanban,Scikit,NoSQL,Python,Data Analysis,TypeScript,Elasticsearch",HR,₹4 LPA,San Francisco,Very High
SEO Specialist,"Excel,Photoshop,PowerShell",IT/Software,₹15 LPA,Hyderabad,High
Data Scientist,"UI Design,Cryptography,Kubernetes,Figma",Marketing,₹17 LPA,New York,Very High
Frontend Developer,"UX Design,Elasticsearch,Spring Boot,Flask,Ruby,MongoDB,NoSQL,Figma",Marketing,₹31 LPA,Remote,Very High
AI Researcher,"Smart Contracts,Photoshop,CSS",Finance,₹22 LPA,London,High
Cloud Architect,"JavaScript,PyTorch,C++,React,C#,Confluence",IT/Software,₹24 LPA,Pune,High
Security Analyst,"Illustrator,Solidity,Java,Elasticsearch,PyTorch",Marketing,₹41 LPA,Bangalore,Very High
IT Support Specialist,"PHP,Swift,Python,Elasticsearch",Design,₹25 LPA,San Francisco,Low
Full Stack Developer,"PostgreSQL,Scrum,Photoshop,Terraform,Jenkins,Ruby,UI Design,MongoDB",Design,₹12 LPA,Delhi NCR,Low
Sales Executive,"Cryptography,Solidity,Ethereum,Penetration Testing,Blockchain",Data Science,₹41 LPA,Remote,High
Game Developer,"Linux,Bash,Swift,Data Analysis",Finance,₹19 LPA,Pune,Very High
Network Engineer,"Kotlin,Power BI,Penetration Testing,MacOS,PowerShell",Design,₹44 LPA,Delhi NCR,Low
Cloud Architect,"Adobe XD,Illustrator,Terraform,Penetration Testing,PowerShell,Rust,Natural Language Processing,Swift",Design,₹23 LPA,Chennai,Very High
Mobile App Developer,"PyTorch,NumPy,CSS,C++",Data Science,₹33 LPA,London,High
DevOps Engineer,"Elasticsearch,Docker,Flask,Data Visualization",Business,₹29 LPA,San Francisco,Medium
Security Analyst,"Ruby,Adobe XD,MongoDB,HTML,Penetration Testing,NoSQL,UX Design",Business,₹43 LPA,Pune,Very High
AI Researcher,"Illustrator,TypeScript,PyTorch,Ethereum,Photoshop,Google Cloud",Data Science,₹43 LPA,New York,High
SEO Specialist,"Kotlin,Natural Language Processing,Machine Learning,Bitbucket,PHP",Design,₹15 LPA,Chennai,Medium
System Administrator,"Machine Learning,UI Design,Kubernetes,Ruby,CSS,Cryptography,Elasticsearch",Finance,₹12 LPA,Mumbai,Low
Video Editor,"Scrum,GitLab,Data Analysis,C#,Docker,Express.js,Cryptography,Terraform",HR,₹18 LPA,Bangalore,Low
Data Analyst,"CSS,Cryptography,Ethereum",IT/Software,₹42 LPA,New York,Very High
Financial Analyst,"Go,PostgreSQL,AWS,C#,GitLab",Design,₹30 LPA,Delhi NCR,High
Machine Learning Engineer,"HTML,React,GitHub",Finance,₹21 LPA,New York,High
QA Engineer,"Vue.js,MongoDB,SQL,UX Design,Google Cloud,Machine Learning,Cybersecurity,Rust",Design,₹42 LPA,Hyderabad,Very High
IT Support Specialist,"JavaScript,MySQL,Kotlin,CSS,Ethereum,PostgreSQL,PowerShell",Design,₹7 LPA,Mumbai,Medium
IT Support Specialist,"Natural Language Processing,Ruby,Flask,Blockchain,MySQL,C++",Operations,₹22 LPA,New York,Very High
Machine Learning Engineer,"Cryptography,Illustrator,Python,Swift",Design,₹11 LPA,London,High
UI/UX Designer,"Pandas,NumPy,Adobe XD,ASP.NET,HTML,SQL,Penetration Testing",IT/Software,₹20 LPA,Hyderabad,Low
Content Creator,"C++,Linux,Django,Adobe XD",IT/Software,₹4 LPA,Mumbai,Very High
